,intent,snip
2183,Splitting a string based on a certain set of words,"re.split('_(?:for|or|and)_', 'sad_pandas_and_happy_cats_for_people')"
2184,Splitting a string based on a certain set of words,"[re.split('_(?:f?or|and)_', s) for s in l]"
2185,How do I zip keys with individual values in my lists in python?,"[dict(zip(k, x)) for x in v]"
2186,Python how to sort this list?,"sorted(lst, reverse=True)"
2187,Sorting numpy array on multiple columns in Python,"order_array.sort(order=['year', 'month', 'day'])"
2188,Sorting numpy array on multiple columns in Python,"df.sort(['year', 'month', 'day'])"
2189,Python: find out whether a list of integers is coherent,"return my_list == list(range(my_list[0], my_list[-1] + 1))"
2190,Concatenate rows of pandas DataFrame with same id,df.groupby('id').agg(lambda x: x.tolist())
2191,Double-decoding unicode in python,'X\xc3\xbcY\xc3\x9f'.encode('raw_unicode_escape').decode('utf-8')
2192,Parse String to Float or Int,float(a)
2193,Parse String to Float or Int,try:\n    return int(s)\nexcept ValueError:\n    return float(s)
2194,know if an object has an attribute,"if hasattr(a, 'property'):\n    pass"
2195,know if an object has an attribute,"if hasattr(a, 'property'):\n    pass"
2196,know if an object has an attribute,"getattr(a, 'property', 'default value')"
2197,delete every nth row or column in a matrix using Python,"np.delete(a, list(range(0, a.shape[1], 8)), axis=1)"
2198,How do I create a datetime in Python from milliseconds?,datetime.datetime.fromtimestamp(ms / 1000.0)
2199,fastest way to find the magnitude (length) squared of a vector field,"np.einsum('...j,...j->...', vf, vf)"
2200,Simple URL GET/POST function,r = requests.get(url)
2201,Simple URL GET/POST function,"r = requests.get(url, params=payload)"
2202,Simple URL GET/POST function,"r = requests.post(url, data=payload)"
2203,Simple URL GET/POST,"post_response = requests.post(url='http://httpbin.org/post', json=post_data)"
2204,Slicing a list in Django template,{{(mylist | slice): '3:8'}}
2205,pandas HDFStore - how to reopen?,"df1 = pd.read_hdf('/home/.../data.h5', 'firstSet')"
2206,find last occurence of multiple characters in a string in Python,max(test_string.rfind(i) for i in '([{')
2207,How to print Unicode character in Python?,print('here is your checkmark: ' + '\u2713')
2208,How to print Unicode character in Python?,print('\u0420\u043e\u0441\u0441\u0438\u044f')
2209,in python how do I convert a single digit number into a double digits string?,print('{0}'.format('5'.zfill(2)))
2210,Best / most pythonic way to get an ordered list of unique items,sorted(set(itertools.chain.from_iterable(sequences)))
2211,Pandas DataFrame to list,df['a'].values.tolist()
2212,Pandas DataFrame to list,df['a'].tolist()
2213,Escaping quotes in string,"replace('""', '\\""')"
2214,How to check if a character is upper-case in Python?,print(all(word[0].isupper() for word in words))
2215,What is the best way to remove a dictionary item by value in python?,"myDict = {key: val for key, val in list(myDict.items()) if val != 42}"
2216,What is the best way to remove a dictionary item by value in python?,"{key: val for key, val in list(myDict.items()) if val != 42}"
2217,How can I determine the byte length of a utf-8 encoded string in Python?,return len(s.encode('utf-8'))
2218,In Python 2.5,"os.kill(process.pid, signal.SIGKILL)"
2219,Python Pandas How to select rows with one or more nulls from a DataFrame without listing columns explicitly?,df[pd.isnull(df).any(axis=1)]
2220,Strip random characters from url,"url.split('&')[-1].replace('=', '') + '.html'"
2221,Expat parsing in python 3,"parser.ParseFile(open('sample.xml', 'rb'))"
2222,how do I halt execution in a python script?,sys.exit()
2223,How to dynamically assign values to class properties in Python?,"setattr(self, attr, group)"
2224,How to decode a 'url-encoded' string in python,urllib.parse.unquote(urllib.parse.unquote(some_string))
2225,How to decode a 'url-encoded' string in python,urllib.parse.unquote(urllib.parse.unquote('FireShot3%2B%25282%2529.png'))
2226,How to use Flask-Security register view?,app.config['SECURITY_REGISTER_URL'] = '/create_account'
2227,IO Error while storing data in pickle,"output = open('/home/user/test/wsservice/data.pkl', 'wb')"
2228,remove an element from a list by index,del a[(-1)]
2229,remove an element from a list by index,a.pop(1)
2230,remove an element from a list by index,a.pop()
2231,remove an element from a list by index,a.pop(index)
2232,remove an element from a list by index,del a[index]
2233,How do I print a Celsius symbol with matplotlib?,ax.set_xlabel('Temperature (\u2103)')
2234,How do I print a Celsius symbol with matplotlib?,ax.set_xlabel('Temperature ($^\\circ$C)')
2235,List of lists' to 'list' without losing empty lists from the original list of lists,[''.join(l) for l in list_of_lists]
2236,How do I get a list of all the duplicate items using pandas in python?,"pd.concat(g for _, g in df.groupby('ID') if len(g) > 1)"
2237,deleting rows in numpy array,"x = numpy.delete(x, 2, axis=1)"
2238,deleting rows in numpy array,"x = numpy.delete(x, 0, axis=0)"
2239,Merge DataFrames in Pandas using the mean,"pd.concat((df1, df2), axis=1).mean(axis=1)"
2240,Average values in two Numpy arrays,"np.mean(np.array([old_set, new_set]), axis=0)"
2241,Changing marker's size in matplotlib,"scatter(x, y, s=500, color='green', marker='h')"
2242,split items in list,"result = [item for word in words for item in word.split(',')]"
2243,Converting JSON date string to python datetime,"datetime.datetime.strptime('2012-05-29T19:30:03.283Z', '%Y-%m-%dT%H:%M:%S.%fZ')"
2244,python comprehension loop for dictionary,sum(item['one'] for item in list(tadas.values()))
2245,How to base64 encode a PDF file in Python,"a = open('pdf_reference.pdf', 'rb').read().encode('base64')"
2246,split a string in python,a.rstrip().split('\n')
2247,split a string in python,a.split('\n')[:-1]
2248,How can I return HTTP status code 204 from a Django view?,return HttpResponse(status=204)
2249,check if a value exist in a list,(7 in a)
2250,check if a value exist in a list,('a' in a)
2251,Sorting JSON data by keys value,"sorted(results, key=itemgetter('year'))"
2252,How do I get current URL in Selenium Webdriver 2 Python?,print(browser.current_url)
2253,Python: Split string with multiple delimiters,"re.split('; |, ', str)"
2254,Unescaping Characters in a String with Python,"""""""\\u003Cp\\u003E"""""".decode('unicode-escape')"
2255,Convert string date to timestamp in Python,"time.mktime(datetime.datetime.strptime(s, '%d/%m/%Y').timetuple())"
2256,Convert string date to timestamp in Python,"int(datetime.datetime.strptime('01/12/2011', '%d/%m/%Y').strftime('%s'))"
2257,How to get http headers in flask?,request.headers['your-header-name']
2258,How to subset a data frame using Pandas based on a group criteria?,df.groupby('User')['X'].filter(lambda x: x.sum() == 0)
2259,How to subset a data frame using Pandas based on a group criteria?,df.loc[df.groupby('User')['X'].transform(sum) == 0]
2260,How to subset a data frame using Pandas based on a group criteria?,df.groupby('User')['X'].transform(sum) == 0
2261,How do I find an element that contains specific text in Selenium Webdriver (Python)?,"driver.find_elements_by_xpath(""//*[contains(text(), 'My Button')]"")"
2262,Convert pandas group by object to multi-indexed Dataframe,"df.set_index(['Name', 'Destination'])"
2263,How do I coalesce a sequence of identical characters into just one?,"print(re.sub('(\\W)\\1+', '\\1', a))"
2264,How to open a file with the standard application?,"os.system('start ""$file""')"
2265,Convert a Unicode string to a string,"unicodedata.normalize('NFKD', title).encode('ascii', 'ignore')"
2266,Convert a Unicode string to a string,"a.encode('ascii', 'ignore')"
2267,Get a filtered list of files in a directory,"files = [f for f in os.listdir('.') if re.match('[0-9]+.*\\.jpg', f)]"
2268,Adding a 1-D Array to a 3-D array in Numpy,"np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9])[(None), :, (None)]"
2269,Adding a 1-D Array to a 3-D array in Numpy,"np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9]).reshape((1, 9, 1))"
2270,How can I launch an instance of an application using Python?,os.system('start excel.exe <path/to/file>')
2271,What is the proper way to print a nested list with the highest value in Python,"print(max(x, key=sum))"
2272,Functional statement in Python to return the sum of certain lists in a list of lists,sum(len(y) for y in x if len(y) > 1)
2273,Python - Insert numbers in string between quotes,"re.sub('(\\d+)', '""\\1""', 'This is number 1 and this is number 22')"
2274,Multiplying Rows and Columns of Python Sparse Matrix by elements in an Array,"numpy.dot(numpy.dot(a, m), a)"
2275,How to check if something exists in a postgresql database using django?,"Entry.objects.filter(name='name', title='title').exists()"
2276,Sort a nested list by two elements,"sorted(l, key=lambda x: (-int(x[1]), x[0]))"
2277,Django - How to simply get domain name?,request.META['HTTP_HOST']
2278,Python Regex Get String Between Two Substrings,"re.findall(""api\\('(.*?)'"", ""api('randomkey123xyz987', 'key', 'text')"")"
2279,Call Perl script from Python,"subprocess.call(['/usr/bin/perl', './uireplace.pl', var])"
2280,Pythonic way to print list items,print('\n'.join(str(p) for p in myList))
2281,update dictionary with dynamic keys and values in python,mydic.update({i: o['name']})
2282,how to split a unicode string into list,list(stru.decode('utf-8'))
2283,Convert UTF-8 with BOM to UTF-8 with no BOM in Python,u = s.decode('utf-8-sig')
2284,How do I do a not equal in Django queryset filtering?,Entry.objects.filter(~Q(id=3))
2285,How can I lookup an attribute in any scope by name?,"getattr(__builtins__, 'range')"
2286,How to make a python script which can logoff,"subprocess.call(['shutdown', '/r', '/t', '900'])"
2287,How to make a python script which can logoff,"subprocess.call(['shutdown', '/s'])"
2288,How to make a python script which can logoff,"subprocess.call(['shutdown', '/a '])"
2289,How to make a python script which can logoff,"subprocess.call(['shutdown', '/l '])"
2290,How to make a python script which can logoff,"subprocess.call(['shutdown', '/r'])"
2291,How to erase the file contents of text file in Python?,"open('filename', 'w').close()"
2292,How to erase the file contents of text file in Python?,"open('file.txt', 'w').close()"
2293,Pandas DataFrame to List of Dictionaries,df.to_dict('index')
2294,Pandas DataFrame to List of Dictionaries,df.to_dict('records')
2295,pandas dataframe groupby datetime month,df.groupby(pd.TimeGrouper(freq='M'))
2296,How do I divide the members of a list by the corresponding members of another list in Python?,"[(c / t) for c, t in zip(conversions, trials)]"
2297,sort dict by value python,"sorted(data, key=data.get)"
2298,sort dict by value python,sorted(data.values())
2299,sort dict by value python,"sorted(list(data.items()), key=lambda x: x[1])"
2300,sort dict by value python,"sorted(list(data.items()), key=lambda x: x[1])"
2301,How do I display current time using Python + Django?,now = datetime.datetime.now().strftime('%H:%M:%S')
2302,Find the nth occurrence of substring in a string,"""""""foo bar bar bar"""""".replace('bar', 'XXX', 1).find('bar')"
2303,How do you check the presence of many keys in a Python dictinary?,"set(['stackoverflow', 'google']).issubset(sites)"
2304,Replace part of a string in Python?,"stuff.replace(' and ', '/')"
2305,How to use `numpy.savez` in a loop for save more than one array?,"np.savez(tmp, *[getarray[0], getarray[1], getarray[8]])"
2306,time offset,"t = datetime.datetime.now()\n(t - datetime.timedelta(hours=1, minutes=10))"
2307,time offset,"(t - datetime.timedelta(hours=1, minutes=10))"
2308,time offset,"dt = datetime.datetime.combine(datetime.date.today(), t)"
2309,time offset,dt -= datetime.timedelta(hours=5)
2310,Manipulating binary data in Python,print(data.encode('hex'))
2311,Manipulating binary data in Python,print(' '.join([str(ord(a)) for a in data]))
2312,python - iterating over a subset of a list of tuples,[x for x in l if x[1] == 1]
2313,How to read stdin to a 2d python array of integers?,a.fromlist([int(val) for val in stdin.read().split()])
2314,Is there a way to refer to the entire matched expression in re.sub without the use of a group?,"print(re.sub('[_%^$]', '\\\\\\g<0>', line))"
2315,How to use regular expression in lxml xpath?,"doc.xpath(""//a[starts-with(text(),'some text')]"")"
2316,Compare elements of a list of lists and return a list,zip(*a)
2317,Convert list of strings to int,"[map(int, sublist) for sublist in lst]"
2318,Convert list of strings to int,[[int(x) for x in sublist] for sublist in lst]
2319,Numpy: find index of elements in one array that occur in another array,"np.where(np.in1d(A, B))[0]"
2320,Split dictionary of lists into list of dictionaries,"[{'key1': a, 'key2': b} for a, b in zip(d['key1'], d['key2'])]"
2321,Split dictionary of lists into list of dictionaries,"map(dict, zip(*[[(k, v) for v in value] for k, value in list(d.items())]))"
2322,Get Last Day of the Month,"calendar.monthrange(2002, 1)"
2323,Get Last Day of the Month,"calendar.monthrange(2008, 2)"
2324,Get Last Day of the Month,"calendar.monthrange(2100, 2)"
2325,Get Last Day of the Month,"calendar.monthrange(year, month)[1]"
2326,Get Last Day of the Month,"monthrange(2012, 2)"
2327,Get Last Day of the Month,"(datetime.date(2000, 2, 1) - datetime.timedelta(days=1))"
